RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Latitude,Longitude
331,,,2009-08-27,2009-08-27,D,2009-08-27,NBNSYS0500000235,Liquidambar styraciflua,T272969,327218,196958,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweetgum,Sweetgums,,
332,,,2009-10-02,2009-10-02,D,2009-10-02,NBNSYS0500000235,Liquidambar styraciflua,R472460,147225,146025,OSI,100,,"Adare Manor Hotel and Golf Club, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Sweetgum,Sweetgums,,
333,,,2009-09-15,2009-09-15,D,2009-09-15,NBNSYS0500000235,Liquidambar styraciflua,S166212,216682,121200,OSI,100,,"Marlfield House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Sweetgum,Sweetgums,,
334,,,2009-09-16,2009-09-16,D,2009-09-16,NBNSYS0000042129,Liriodendron tulipifera,R979284,197962,128446,OSI,100,,"Ballydavidwood House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Group,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Tulip Tree,Tulip Trees,,
335,,,2009-08-28,2009-08-28,D,2009-08-28,NBNSYS0000042129,Liriodendron tulipifera,O282103,328280,210300,OSI,100,,"Glenbrook House, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Tulip Tree,Tulip Trees,-6.085508274047221,53.12810759135095
336,,,2009-10-26,2009-10-26,D,2009-10-26,NBNSYS0000042129,Liriodendron tulipifera,N789743,278995,274340,OSI,100,,"Bloomsbury House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,Tulip Tree,Tulip Trees,-6.805784899613587,53.71258200741959
337,,,2009-10-06,2009-10-06,D,2009-10-06,NBNSYS0000042129,Liriodendron tulipifera,N100938,210077,293878,OSI,100,,"Lough Rinn Hotel, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,Tulip Tree,Tulip Trees,-7.848639474832174,53.89363509401362
338,,,2009-10-07,2009-10-07,D,2009-10-07,NBNSYS0000042129,Liriodendron tulipifera,N930987,293018,298794,OSI,100,,"Knockabbey Gardens, Co. Louth",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,Tulip Tree,Tulip Trees,-6.58493580933559,53.929412737462386
339,,,2009-08-27,2009-08-27,D,2009-08-27,NBNSYS0000042129,Liriodendron tulipifera,T219752,321943,175278,OSI,100,,"Shelton Abbey, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Tulip Tree,Tulip Trees,,
340,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000460481,Luma apiculata,W323358,132366,35835,OSI,100,,"Castlefreke Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Chilean Myrtle,Luma,,
341,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000460481,Luma apiculata,W516424,151651,42462,OSI,100,,"Courtmacsherry Hotel, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Chilean Myrtle,Luma,,
342,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000460481,Luma apiculata,V983533,98301,53303,OSI,100,,"Ardnagashel Lodge, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Chilean Myrtle,Luma,,
343,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000460481,Luma apiculata,W323358,132370,35816,OSI,100,,"Castlefreke, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Chilean Myrtle,Luma,,
344,,,2009-10-01,2009-10-01,D,2009-10-01,NHMSYS0000460481,Luma apiculata,V404772,40486,77237,OSI,100,,"Glanleam, Valentia, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Glanleam Gold,Kerry,Chilean Myrtle,Luma,,
345,,,2009-07-30,2009-07-30,D,2009-07-30,NBNSYS0000042131,Magnolia acuminata,H384039,238491,303948,OSI,100,,"The Bishop's See, Co. Cavan",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,Cucumber Tree,Magnolias,-7.439284188456269,52.1860587067632
347,,,2009-09-21,2009-09-21,D,2009-09-21,NBDCSYS000000023,Magnolia delavayi,X047986,204715,98662,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Delavay Magnolia,Magnolias,,
349,,,2009-09-07,2009-09-07,D,2009-09-07,NBDCSYS000000025,Magnolia sargentiana,S527105,252779,110575,OSI,100,,"Mount Congreve, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,var. robusta,Waterford,Sargent’s Magnolia,Magnolias,,
350,,,2009-08-20,2009-08-20,D,2009-08-20,NHMSYS0000460572,Malus sylvestris,N869195,286971,219584,OSI,100,,"Jiggenstown, Naas, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Crab Apple,Crabapples,-6.699792326437006,53.219073719333906
351,,,2009-08-21,2009-08-21,D,2009-08-21,NHMSYS0000460572,Malus sylvestris,S682780,268246,178062,OSI,100,,"Quakers Field, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,European Crab Apple,Crabapples,,
352,,,2009-10-16,2009-10-16,D,2009-10-16,NHMSYS0000460572,Malus sylvestris,M844568,184433,256877,OSI,100,,"Coolusty, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,European Crab Apple,Crabapples,-8.236154188790819,53.561075307504666
354,,,2009-08-05,2009-08-05,D,2009-08-05,NHMSYS0000460703,Metasequoia glyptostroboides,N735109,273543,210977,OSI,100,,"Japanese Gardens, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,Dawn Redwood,Dawn Redwoods,-6.902329209403957,53.143834981100134
355,,,2009-08-13,2009-08-13,D,2009-08-13,NHMSYS0000460703,Metasequoia glyptostroboides,N052054,205285,205434,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Dawn Redwood,Dawn Redwoods,-7.923106247364596,53.099452828287404
357,,,2009-10-26,2009-10-26,D,2009-10-26,NHMSYS0000460703,Metasequoia glyptostroboides,N757763,275782,276315,OSI,100,,"Headford Golf Club, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,Dawn Redwood,Dawn Redwoods,-6.853749974153702,53.73102059832788
358,,,2009-10-08,2009-10-08,D,2009-10-08,NHMSYS0000460703,Metasequoia glyptostroboides,T017167,301799,116705,OSI,100,,"Johnstown Castle, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,Dawn Redwood,Dawn Redwoods,,
359,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000460703,Metasequoia glyptostroboides,V979528,97976,52865,OSI,100,,"Ardnagashel Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Dawn Redwood,Dawn Redwoods,,
361,,,2009-09-01,2009-09-01,D,2009-09-01,NHMSYS0000460703,Metasequoia glyptostroboides,O215164,321536,216419,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Dawn Redwood,Dawn Redwoods,-6.183233061758689,53.18445748214716
362,,,2009-09-21,2009-09-21,D,2009-09-21,NHMSYS0000460703,Metasequoia glyptostroboides,X047988,204760,98889,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Dawn Redwood,Dawn Redwoods,,
364,,,2009-09-07,2009-09-07,D,2009-09-07,NBDCSYS000000027,Michelia doltsopa,S531101,253108,110144,OSI,100,,"Mount Congreve, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Michelia,Michelia,,
365,,,2009-08-10,2009-08-10,D,2009-08-10,NBNSYS0000042137,Morus alba,S096903,209641,190353,OSI,100,,"Mount St. Josephs, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,White Mulberry,Mulberries,,
366,,,2009-08-10,2009-08-10,D,2009-08-10,NBNSYS0000042137,Morus alba,S095902,209536,190204,OSI,100,,"Mount St. Josephs, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,,Orchard,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,White Mulberry,Mulberries,,
367,,,2009-10-15,2009-10-15,D,2009-10-15,NBNSYS0000034365,Morus nigra,M185889,118502,288904,OSI,100,,"Breaffy House Hotel, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Fallen alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,Black Mulberry,Mulberries,-9.238918931477603,53.84331630786279
368,,,2009-09-16,2009-09-16,D,2009-09-16,NBNSYS0000034365,Morus nigra,S075406,207556,140661,OSI,100,,"Cashel Palace Hotel, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Black Mulberry,Mulberries,,
369,,,2009-09-16,2009-09-16,D,2009-09-16,NBNSYS0000034365,Morus nigra,S075406,207580,140666,OSI,100,,"Cashel Palace Hotel, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Black Mulberry,Mulberries,,
370,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000034365,Morus nigra,M853038,185352,203839,OSI,100,,"Portumna Castle, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Individual tree,Multi-stem,Fallen alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Black Mulberry,Mulberries,-8.220112684669065,53.08489848905174
371,,,2009-08-27,2009-08-27,D,2009-08-27,NHMSYS0000461094,Nothofagus alpina,T274968,327448,196812,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Rauli Beech,Southern Beeches,,
372,,,2009-09-01,2009-09-01,D,2009-09-01,NBNSYS0500000337,Nothofagus betuloides,O214162,321481,216205,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Magellan’s Beech,Southern Beeches,-6.184804005684102,53.1826841380302
373,,,2009-10-14,2009-10-14,D,2009-10-14,NBDCSYS000000028,Nothofagus cunninghamii,L799425,79949,242546,OSI,100,,"Cashel House Hotel, Connemara, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Individual tree,Multi-stem,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Myrtle Beech,Southern Beeches,-9.807176900563428,53.419158274168105
374,,,2009-08-27,2009-08-27,D,2009-08-27,NHMSYS0000461096,Nothofagus dombeyi,T274968,327419,196813,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Dombey’s Southern Beech,Southern Beeches,,
378,,,2009-09-23,2009-09-23,D,2009-09-23,NBDCSYS000000030,Phoenix canariensis,W792713,179271,71334,OSI,100,,"Fota Arboretum, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Canary Island Date Palm,Canary Island Palms,,
379,,,2009-10-14,2009-10-14,D,2009-10-14,NBDCSYS000000031,Photinia serrulata,L799425,79962,242515,OSI,100,,"Cashel House Hotel, Connemara, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Individual tree,Multi-stem,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Chinese Photinia,Photinia,-9.807176900563428,53.419158274168105
380,,,2009-09-23,2009-09-23,D,2009-09-23,NBDCSYS000000032,Phyllocladus trichomanoides,W791711,179140,71172,OSI,100,,"Fota Arboretum, Co. Cork",Kate Crane,Kate Crane,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Tanekaha,Celery Pines,,
381,,,2009-08-04,2009-08-04,D,2009-08-04,NHMSYS0000461247,Picea abies,T011689,301135,168954,OSI,100,,"Tomnafinnoge Wood, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Norway Spruce,Spruces,,
382,,,2009-09-16,2009-09-16,D,2009-09-16,NHMSYS0000461247,Picea abies,R926191,192668,119191,OSI,100,,"Glengarra Woods, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Norway Spruce,Spruces,,
383,,,2009-10-26,2009-10-26,D,2009-10-26,NHMSYS0000461249,Picea breweriana,N757762,275775,276245,OSI,100,,"Headford Golf Club, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,Brewer’s Spruce,Spruces,-6.853774418796171,53.730122337390966
384,,,2009-08-05,2009-08-05,D,2009-08-05,NHMSYS0000461257,Picea sitchensis,N731107,273116,210772,OSI,100,,"Tully, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,Sitka Spruce,Spruces,-6.908351317895514,53.14209320850865
385,,,2009-08-27,2009-08-27,D,2009-08-27,NHMSYS0000461257,Picea sitchensis,T215766,321559,176652,OSI,100,,"Shelton Abbey, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sitka Spruce,Spruces,,
386,,,2009-09-07,2009-09-07,D,2009-09-07,NHMSYS0000461257,Picea sitchensis,S437152,243767,115231,OSI,100,,"Curraghmore, Portlaw, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterfod,Sitka Spruce,Spruces,,
387,,,2009-09-11,2009-09-11,D,2009-09-11,NHMSYS0000461257,Picea sitchensis,H722421,272293,342181,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,Sitka Spruce,Spruces,-6.936959136474169,52.525899765343155
389,,,2009-09-24,2009-09-24,D,2009-09-24,NHMSYS0000461257,Picea sitchensis,W324358,132475,35854,OSI,100,,"Castlefreke Forest, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Sitka Spruce,Spruces,,
390,,,2009-07-20,2009-07-20,D,2009-07-20,NHMSYS0000461257,Picea sitchensis,S419831,241984,183182,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Sitka Spruce,Spruces,,
391,,,2009-08-13,2009-08-13,D,2009-08-13,NHMSYS0000461257,Picea sitchensis,N285031,228503,203185,OSI,100,,"Baunreagh, Mountrath, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,,Group,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Sitka Spruce,Spruces,-7.575478096869999,53.07805302768418
392,,,2009-09-11,2009-09-11,D,2009-09-11,NBNSYS0000042156,Pinus cembra,H721416,272174,341653,OSI,100,,"Castle Leslie, Co. Monaghan",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,Swiss Pine,Pines,-6.938540570066515,52.52142064315473
393,,,2009-08-27,2009-08-27,D,2009-08-27,NBDCSYS000000033,Pinus montezumae,T273967,327337,196778,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Montezuma Pine,Pines,,
394,,,2009-09-07,2009-09-07,D,2009-09-07,NBNSYS0000004630,Pinus pinaster,S441154,244158,115409,OSI,100,,"Curraghmore, Portlaw, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterfod,Maritime Pine,Pines,,
396,,,2009-10-01,2009-10-01,D,2009-10-01,NHMSYS0000461725,Pinus radiata,Q847163,84795,116398,OSI,100,,"Collis-Sands House, Tralee, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Monterey Pine,Pines,-3.747285650629972,53.12141649850375
397,,,2009-10-21,2009-10-21,D,2009-10-21,NHMSYS0000461725,Pinus radiata,C088347,208850,434704,OSI,100,,"Capuchin Friary, Cresslough, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,Monterey Pine,Pines,-7.87381911816558,51.56540797489161
399,,,2009-09-29,2009-09-29,D,2009-09-29,NHMSYS0000461725,Pinus radiata,V913706,91374,70620,OSI,100,,"Reenagross Woodland Park, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing dead,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Monterey Pine,Pines,,
400,,,2009-10-14,2009-10-14,D,2009-10-14,NHMSYS0000461725,Pinus radiata,L747584,74734,258434,OSI,100,,"Kylemore Abbey, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Monterey Pine,Pines,-9.891688683150232,53.56073004170692
401,,,2009-10-14,2009-10-14,D,2009-10-14,NBNSYS0000004629,Pinus sylvestris,L844676,84494,267688,OSI,100,,"Doo Lough, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Ancient woodland,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,Scots Pine,Pines,-9.748789870833306,53.64557441808544
402,,,2009-09-01,2009-09-01,D,2009-09-01,NBNSYS0000004629,Pinus sylvestris,O085138,308552,213864,OSI,100,,"Manor Kilbride, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Deer Park,Maiden,Standing dead,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Scots Pine,Pines,-6.378489118418588,53.16391199813619
403,,,2009-08-04,2009-08-04,D,2009-08-04,NBNSYS0000004629,Pinus sylvestris,T198773,319834,177316,OSI,100,,"Ballyarthur House, Co.Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Scots Pine,Pines,,
404,,,2009-08-05,2009-08-05,D,2009-08-05,NBNSYS0000004629,Pinus sylvestris,S710956,271056,195699,OSI,100,,"Kilcullen Road, Athy, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,Scots Pine,Pines,,
405,,,2009-09-07,2009-09-07,D,2009-09-07,NBNSYS0000004629,Pinus sylvestris,S437152,243761,115201,OSI,100,,"Curraghmore, Portlaw, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterfod,Scots Pine,Pines,,
406,,,2009-07-20,2009-07-20,D,2009-07-20,NBNSYS0000004629,Pinus sylvestris,S427832,242700,183291,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Scots Pine,Pines,,
407,,,2009-09-11,2009-09-11,D,2009-09-11,NBNSYS0000004629,Pinus sylvestris,H414444,241421,344478,OSI,100,,"Colebrooke Estate, Co. Fermanagh",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Fermanagh,Scots Pine,Pines,-7.390431761297401,52.54977397898233
408,,,2009-07-22,2009-07-22,D,2009-07-22,NBNSYS0000004629,Pinus sylvestris,S865658,286525,165843,OSI,100,,"Altamont, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,Scots Pine,Pines,,
